,,conversion,click,cvr,click percentage of total data
86,135917399,7,73,0.0958904109589041,0.05871234970040617
1348,640712426,2,71,0.028169014084507043,0.05710379217436763
1976,941106577,4,71,0.056338028169014086,0.05710379217436763
1774,832277595,5,70,0.07142857142857142,0.056299513411348374
1873,871402158,0,69,0.0,0.05549523464832911
644,362344516,1,69,0.014492753623188406,0.05549523464832911
1694,791667730,5,68,0.07352941176470588,0.05469095588530985
1350,641522254,0,67,0.0,0.05388667712229059
608,350281647,0,66,0.0,0.05308239835927133
195,178883309,3,66,0.045454545454545456,0.05308239835927133
422,273181785,0,66,0.0,0.05308239835927133
1660,779126450,0,66,0.0,0.05308239835927133
1259,611471363,0,65,0.0,0.05227811959625206
1784,836877330,4,64,0.0625,0.051473840833232795
549,327681812,1,64,0.015625,0.051473840833232795
490,304421471,10,63,0.15873015873015872,0.05066956207021354
1825,854139419,5,62,0.08064516129032258,0.04986528330719427
1152,556372033,0,61,0.0,0.049061004544175016
211,183405752,14,61,0.22950819672131148,0.049061004544175016
1239,593254307,11,61,0.18032786885245902,0.049061004544175016
412,268110983,0,61,0.0,0.049061004544175016
1343,638894213,1,61,0.01639344262295082,0.049061004544175016
1959,931058582,30,60,0.5,0.048256725781155745
114,149318206,4,60,0.06666666666666667,0.048256725781155745
30,116548252,6,59,0.1016949152542373,0.04745244701813649
1986,945124277,7,59,0.11864406779661017,0.04745244701813649
139,158686345,5,59,0.0847457627118644,0.04745244701813649
1175,563453453,5,58,0.08620689655172414,0.04664816825511722
1325,633366427,0,57,0.0,0.045843889492097965
1237,591392716,2,57,0.03508771929824561,0.045843889492097965
67,128843357,9,57,0.15789473684210525,0.045843889492097965
1218,582457150,0,55,0.0,0.04423533196605944
696,385657985,0,55,0.0,0.04423533196605944
69,128886154,30,55,0.5454545454545454,0.04423533196605944
1613,755912975,0,55,0.0,0.04423533196605944
3,102802684,7,54,0.12962962962962962,0.04343105320304018
1888,878147827,0,54,0.0,0.04343105320304018
2053,996461835,0,54,0.0,0.04343105320304018
1943,919028426,7,52,0.1346153846153846,0.04182249567700165
1581,741540679,0,52,0.0,0.04182249567700165
1938,915585239,2,52,0.038461538461538464,0.04182249567700165
206,182753685,0,52,0.0,0.04182249567700165
624,356257654,2,51,0.0392156862745098,0.041018216913982386
1952,926151559,0,50,0.0,0.04021393815096312
1666,781910946,0,50,0.0,0.04021393815096312
889,452889713,0,50,0.0,0.04021393815096312
73,130771100,0,49,0.0,0.03940965938794386
1768,830570173,0,49,0.0,0.03940965938794386
1620,758273336,0,49,0.0,0.03940965938794386
1973,937370044,5,48,0.10416666666666667,0.0386053806249246
1721,813012502,0,48,0.0,0.0386053806249246
721,395097430,1,48,0.020833333333333332,0.0386053806249246
294,228966878,1,47,0.02127659574468085,0.037801101861905335
70,129265828,4,47,0.0851063829787234,0.037801101861905335
1244,595671453,0,47,0.0,0.037801101861905335
918,459668783,3,46,0.06521739130434782,0.03699682309888607
1933,912223485,0,46,0.0,0.03699682309888607
769,421176563,2,46,0.043478260869565216,0.03699682309888607
607,348430511,1,45,0.022222222222222223,0.036192544335866814
1025,510159557,2,44,0.045454545454545456,0.03538826557284755
1500,710744937,0,44,0.0,0.03538826557284755
1108,543160950,0,44,0.0,0.03538826557284755
443,278579466,1,44,0.022727272727272728,0.03538826557284755
1737,817238126,6,44,0.13636363636363635,0.03538826557284755
1228,586979757,0,43,0.0,0.034583986809828285
1631,765355800,4,43,0.09302325581395349,0.034583986809828285
131,154532692,1,43,0.023255813953488372,0.034583986809828285
690,383334182,17,43,0.3953488372093023,0.034583986809828285
736,405469425,0,42,0.0,0.03377970804680902
1719,812726372,19,42,0.4523809523809524,0.03377970804680902
840,441235036,3,42,0.07142857142857142,0.03377970804680902
1362,646286994,0,42,0.0,0.03377970804680902
1217,581550557,0,41,0.0,0.03297542928378976
878,451428536,16,41,0.3902439024390244,0.03297542928378976
118,150869742,1,41,0.024390243902439025,0.03297542928378976
869,449673533,6,40,0.15,0.0321711505207705
789,425916765,0,40,0.0,0.0321711505207705
1902,886385479,3,40,0.075,0.0321711505207705
1775,832988244,0,40,0.0,0.0321711505207705
272,221890601,0,39,0.0,0.031366871757751234
563,332478325,0,39,0.0,0.031366871757751234
1013,497643022,1,39,0.02564102564102564,0.031366871757751234
1683,786606919,0,39,0.0,0.031366871757751234
1910,888345281,7,38,0.18421052631578946,0.030562592994731973
991,485569332,4,38,0.10526315789473684,0.030562592994731973
398,263544846,3,38,0.07894736842105263,0.030562592994731973
933,465246255,2,38,0.05263157894736842,0.030562592994731973
92,138891349,0,38,0.0,0.030562592994731973
804,427764520,2,38,0.05263157894736842,0.030562592994731973
1982,942725107,0,38,0.0,0.030562592994731973
505,312714645,0,38,0.0,0.030562592994731973
1390,655377272,0,38,0.0,0.030562592994731973
1196,573553158,10,38,0.2631578947368421,0.030562592994731973
1467,687760318,3,37,0.08108108108108109,0.029758314231712713
0,100363326,0,37,0.0,0.029758314231712713
378,257619207,9,36,0.25,0.028954035468693448
438,276831135,0,36,0.0,0.028954035468693448
890,453555863,1,36,0.027777777777777776,0.028954035468693448
239,199543245,0,36,0.0,0.028954035468693448
500,311139641,0,35,0.0,0.028149756705674187
996,487106685,0,35,0.0,0.028149756705674187
359,252067451,1,35,0.02857142857142857,0.028149756705674187
1741,818411664,7,34,0.20588235294117646,0.027345477942654926
602,346529036,0,34,0.0,0.027345477942654926
1762,826746491,0,34,0.0,0.027345477942654926
476,290892526,2,33,0.06060606060606061,0.026541199179635665
355,250702528,1,33,0.030303030303030304,0.026541199179635665
464,286367295,1,33,0.030303030303030304,0.026541199179635665
418,272681269,4,33,0.12121212121212122,0.026541199179635665
31,116675313,0,33,0.0,0.026541199179635665
1686,788413447,0,33,0.0,0.026541199179635665
971,478553206,0,33,0.0,0.026541199179635665
748,413633894,2,33,0.06060606060606061,0.026541199179635665
1024,508648933,0,32,0.0,0.025736920416616398
726,398378298,5,32,0.15625,0.025736920416616398
1783,836225740,3,31,0.0967741935483871,0.024932641653597137
1050,520205212,0,31,0.0,0.024932641653597137
1601,750893541,0,31,0.0,0.024932641653597137
1101,541347472,0,31,0.0,0.024932641653597137
1846,859521088,0,31,0.0,0.024932641653597137
1555,731886213,0,31,0.0,0.024932641653597137
2011,962511336,0,30,0.0,0.024128362890577872
1487,702575231,0,30,0.0,0.024128362890577872
34,118499511,0,30,0.0,0.024128362890577872
1716,810862266,0,30,0.0,0.024128362890577872
1658,778031266,0,29,0.0,0.02332408412755861
808,428642350,0,29,0.0,0.02332408412755861
827,435216727,5,29,0.1724137931034483,0.02332408412755861
183,174326601,2,29,0.06896551724137931,0.02332408412755861
720,395024984,0,29,0.0,0.02332408412755861
882,451639587,0,29,0.0,0.02332408412755861
1483,698611583,2,29,0.06896551724137931,0.02332408412755861
281,225484362,0,29,0.0,0.02332408412755861
807,428617411,0,29,0.0,0.02332408412755861
1014,497883965,0,29,0.0,0.02332408412755861
1403,661264254,0,29,0.0,0.02332408412755861
1723,813405410,0,29,0.0,0.02332408412755861
510,315146227,0,28,0.0,0.022519805364539347
631,357041484,0,28,0.0,0.022519805364539347
1459,683867684,1,28,0.03571428571428571,0.022519805364539347
260,214716172,1,28,0.03571428571428571,0.022519805364539347
24,114896323,1,28,0.03571428571428571,0.022519805364539347
242,202977527,0,28,0.0,0.022519805364539347
1848,860296178,0,27,0.0,0.02171552660152009
387,261348501,0,27,0.0,0.02171552660152009
1461,684523788,0,27,0.0,0.02171552660152009
1674,784748115,9,27,0.3333333333333333,0.02171552660152009
1141,554186351,0,27,0.0,0.02171552660152009
46,123312157,2,26,0.07692307692307693,0.020911247838500825
806,428576923,4,26,0.15384615384615385,0.020911247838500825
360,252281552,0,26,0.0,0.020911247838500825
1328,634248760,0,26,0.0,0.020911247838500825
1154,556693271,1,26,0.038461538461538464,0.020911247838500825
1611,755526452,4,26,0.15384615384615385,0.020911247838500825
423,273428217,16,26,0.6153846153846154,0.020911247838500825
954,474289851,0,26,0.0,0.020911247838500825
1858,865355734,2,25,0.08,0.02010696907548156
1230,587784961,0,25,0.0,0.02010696907548156
1260,611553918,18,25,0.72,0.02010696907548156
290,227376935,2,25,0.08,0.02010696907548156
847,442458722,0,25,0.0,0.02010696907548156
530,321840703,0,25,0.0,0.02010696907548156
961,476548777,0,24,0.0,0.0193026903124623
433,276221115,0,24,0.0,0.0193026903124623
1416,665188945,3,24,0.125,0.0193026903124623
1381,653320621,0,24,0.0,0.0193026903124623
925,462575167,0,24,0.0,0.0193026903124623
2030,978309552,9,24,0.375,0.0193026903124623
1264,612172148,0,24,0.0,0.0193026903124623
1489,703012457,1,24,0.041666666666666664,0.0193026903124623
1776,833121816,1,23,0.043478260869565216,0.018498411549443036
154,163390184,0,23,0.0,0.018498411549443036
2023,971209023,0,23,0.0,0.018498411549443036
158,165463921,5,23,0.21739130434782608,0.018498411549443036
1418,665352567,1,23,0.043478260869565216,0.018498411549443036
614,354017852,0,22,0.0,0.017694132786423775
161,166041465,4,22,0.18181818181818182,0.017694132786423775
813,431401111,0,22,0.0,0.017694132786423775
782,423830556,2,21,0.09523809523809523,0.01688985402340451
1142,554480835,1,21,0.047619047619047616,0.01688985402340451
1863,867198161,0,21,0.0,0.01688985402340451
955,474353141,1,21,0.047619047619047616,0.01688985402340451
1491,703626483,0,21,0.0,0.01688985402340451
167,169258612,0,21,0.0,0.01688985402340451
1321,631771686,0,21,0.0,0.01688985402340451
1582,741547858,0,21,0.0,0.01688985402340451
1814,848548467,2,21,0.09523809523809523,0.01688985402340451
370,254643644,0,21,0.0,0.01688985402340451
371,255205147,0,21,0.0,0.01688985402340451
340,246156892,9,21,0.42857142857142855,0.01688985402340451
919,461217412,0,21,0.0,0.01688985402340451
1073,529446222,0,20,0.0,0.01608557526038525
1981,942674416,0,20,0.0,0.01608557526038525
136,156775227,0,20,0.0,0.01608557526038525
1713,808755403,0,20,0.0,0.01608557526038525
2013,963706542,0,20,0.0,0.01608557526038525
1383,653588966,0,20,0.0,0.01608557526038525
266,219005445,4,20,0.2,0.01608557526038525
1701,797732891,0,20,0.0,0.01608557526038525
456,283957422,0,20,0.0,0.01608557526038525
1685,787776211,0,20,0.0,0.01608557526038525
1526,722735533,0,20,0.0,0.01608557526038525
839,440826423,13,20,0.65,0.01608557526038525
1852,861326816,0,20,0.0,0.01608557526038525
865,448562477,0,20,0.0,0.01608557526038525
945,471257761,0,20,0.0,0.01608557526038525
1560,732894843,2,20,0.1,0.01608557526038525
1494,705397402,1,20,0.05,0.01608557526038525
724,397728284,0,19,0.0,0.015281296497365987
61,126944359,0,19,0.0,0.015281296497365987
916,459217467,0,19,0.0,0.015281296497365987
1114,544170576,0,19,0.0,0.015281296497365987
1022,508592769,3,19,0.15789473684210525,0.015281296497365987
1312,629442234,6,19,0.3157894736842105,0.015281296497365987
403,265832471,5,19,0.2631578947368421,0.015281296497365987
509,314155935,0,19,0.0,0.015281296497365987
455,283375053,0,19,0.0,0.015281296497365987
228,192549238,0,19,0.0,0.015281296497365987
838,438415397,0,19,0.0,0.015281296497365987
1042,516321784,1,19,0.05263157894736842,0.015281296497365987
414,269647123,0,19,0.0,0.015281296497365987
877,451367110,1,19,0.05263157894736842,0.015281296497365987
77,132316567,15,18,0.8333333333333334,0.014477017734346724
1573,736987192,1,18,0.05555555555555555,0.014477017734346724
1679,786101692,0,18,0.0,0.014477017734346724
1092,536457257,0,18,0.0,0.014477017734346724
1991,947051666,0,18,0.0,0.014477017734346724
289,227180118,0,18,0.0,0.014477017734346724
1545,726634903,0,18,0.0,0.014477017734346724
830,436666555,2,18,0.1111111111111111,0.014477017734346724
392,262615411,0,18,0.0,0.014477017734346724
1130,549692475,0,18,0.0,0.014477017734346724
1388,654728264,0,18,0.0,0.014477017734346724
1212,579489452,0,18,0.0,0.014477017734346724
1906,887557157,0,17,0.0,0.013672738971327463
566,333133598,0,17,0.0,0.013672738971327463
1150,555928127,0,17,0.0,0.013672738971327463
109,146361066,0,17,0.0,0.013672738971327463
1536,724311564,0,17,0.0,0.013672738971327463
1387,654624285,2,17,0.11764705882352941,0.013672738971327463
125,153113512,0,17,0.0,0.013672738971327463
1650,775646568,0,17,0.0,0.013672738971327463
1767,830118555,0,17,0.0,0.013672738971327463
949,473270167,8,17,0.47058823529411764,0.013672738971327463
58,125773336,0,17,0.0,0.013672738971327463
850,443511611,0,17,0.0,0.013672738971327463
643,361067714,6,17,0.35294117647058826,0.013672738971327463
333,243714606,10,16,0.625,0.012868460208308199
350,248308887,0,16,0.0,0.012868460208308199
2044,985482682,3,16,0.1875,0.012868460208308199
1839,856642801,1,16,0.0625,0.012868460208308199
1322,632735802,6,16,0.375,0.012868460208308199
993,486585835,0,16,0.0,0.012868460208308199
1361,646232900,0,16,0.0,0.012868460208308199
707,388766753,3,16,0.1875,0.012868460208308199
5,103562752,0,16,0.0,0.012868460208308199
725,398338794,3,16,0.1875,0.012868460208308199
238,199008317,0,16,0.0,0.012868460208308199
1913,888758767,0,16,0.0,0.012868460208308199
457,284035758,0,16,0.0,0.012868460208308199
171,170182872,1,15,0.06666666666666667,0.012064181445288936
784,424537213,0,15,0.0,0.012064181445288936
231,194775363,0,15,0.0,0.012064181445288936
785,424612464,0,15,0.0,0.012064181445288936
1145,555357655,0,15,0.0,0.012064181445288936
1299,624854557,0,15,0.0,0.012064181445288936
1005,491261340,0,15,0.0,0.012064181445288936
1941,917656668,0,15,0.0,0.012064181445288936
263,215881577,2,15,0.13333333333333333,0.012064181445288936
1559,732767810,0,15,0.0,0.012064181445288936
338,244254225,0,15,0.0,0.012064181445288936
1731,815850078,0,15,0.0,0.012064181445288936
2058,999426753,1,15,0.06666666666666667,0.012064181445288936
485,301518104,0,15,0.0,0.012064181445288936
1641,771364281,0,15,0.0,0.012064181445288936
135,155379284,0,15,0.0,0.012064181445288936
1273,616643211,0,15,0.0,0.012064181445288936
1969,935786680,0,15,0.0,0.012064181445288936
1996,951862741,0,15,0.0,0.012064181445288936
420,272872545,0,15,0.0,0.012064181445288936
750,414046930,4,15,0.26666666666666666,0.012064181445288936
1832,855465862,0,15,0.0,0.012064181445288936
1168,561585405,0,15,0.0,0.012064181445288936
849,443235447,0,14,0.0,0.011259902682269674
408,267335488,0,14,0.0,0.011259902682269674
976,481134372,0,14,0.0,0.011259902682269674
1408,662433255,0,14,0.0,0.011259902682269674
1522,721796325,0,14,0.0,0.011259902682269674
1502,712281133,0,14,0.0,0.011259902682269674
1956,928116211,0,14,0.0,0.011259902682269674
1412,663452554,0,14,0.0,0.011259902682269674
1652,776591853,0,14,0.0,0.011259902682269674
641,360678323,0,14,0.0,0.011259902682269674
1570,736350025,0,14,0.0,0.011259902682269674
1242,594173403,1,14,0.07142857142857142,0.011259902682269674
669,373171895,3,14,0.21428571428571427,0.011259902682269674
298,230786595,0,14,0.0,0.011259902682269674
1974,938129477,0,14,0.0,0.011259902682269674
1345,639861947,0,14,0.0,0.011259902682269674
732,402532782,1,14,0.07142857142857142,0.011259902682269674
1907,887672731,0,14,0.0,0.011259902682269674
1298,624657238,2,14,0.14285714285714285,0.011259902682269674
320,237903787,0,14,0.0,0.011259902682269674
346,247592162,0,14,0.0,0.011259902682269674
191,177976545,1,14,0.07142857142857142,0.011259902682269674
544,325361683,0,14,0.0,0.011259902682269674
1174,563045732,0,14,0.0,0.011259902682269674
323,238413525,1,13,0.07692307692307693,0.010455623919250413
1690,789357852,0,13,0.0,0.010455623919250413
2018,966737871,0,13,0.0,0.010455623919250413
1669,782824763,0,13,0.0,0.010455623919250413
462,285623327,7,13,0.5384615384615384,0.010455623919250413
1797,842794876,0,13,0.0,0.010455623919250413
716,394352297,4,13,0.3076923076923077,0.010455623919250413
1585,743298623,4,13,0.3076923076923077,0.010455623919250413
1615,756746447,1,13,0.07692307692307693,0.010455623919250413
662,371238359,0,13,0.0,0.010455623919250413
893,454378840,0,13,0.0,0.010455623919250413
286,226784218,0,13,0.0,0.010455623919250413
1062,525352744,0,13,0.0,0.010455623919250413
